dataID	context	indices_target_token	indices_target_sentence	lemma
184_(John 15:13)	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. But if you're a Rugby League player you don't have to love the gays... well fuck you, bigots	57:132	0:226	Greater love has no one than this: to lay down one's life for one's friends
185_(John 15:13)	Furthermore, I'm a cis gay man. But even if I was trans, why is it any of your business? It's not. You need to open that book more John 15:12-13. "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends."	204:279	0:281	Greater love has no one than this: to lay down one's life for one's friends
186_(John 15:13)	It's not a competition, my dear Muslim brother. Our love for Christ knows no bounds as we believe "Greater love has no one than this: to lay down one's life for one's friends" and we believe Jesus Died for our sins that we may live.	99:174	0:232	Greater love has no one than this: to lay down one's life for one's friends
187_(John 15:13)	Greater love has no one than this: to lay down one's life for one's friends. Dear lord, as we rise to meet each new day, please let us be filled with your spirit. Wherever we go let us spread love, joy, peace, goodness and faithfulness	0:75	0:235	Greater love has no one than this: to lay down one's life for one's friends
188_(John 15:13)	Word of the Day: Greater love has no one than this: to lay down one's life for one's friends. Dear Jesus, You died to give me life everlasting. May I live with gratitude for this gift and share it with those you put in my path. Amen.	17:92	0:233	Greater love has no one than this: to lay down one's life for one's friends
189_(John 15:13)	And no, dear Putin! The Gospel (Greater love has no one than this: to lay down one's life for one's friends) is not quoted out of turn in rallies. All the more so because you are killing and not giving life.	32:107	0:207	Greater love has no one than this: to lay down one's life for one's friends
190_(John 15:13)	Please pray for me to walk in the faith the father above is calling me into. If I stumble, take my hand and help me bear my cross. I will do the same for you. I love you all. "Greater love has no one than this: to lay down one's life for one's friends." - Jesus	176:251	0:261	Greater love has no one than this: to lay down one's life for one's friends
191_(John 15:13)	"Greater love has no one than this: to lay down one's life for one's friends." Actually: "Greater love has no one than this, that someone bring a Nintendo Ultra Hand(tm) for wyr wife"	1:76	0:183	Greater love has no one than this: to lay down one's life for one's friends
192_(John 15:13)	Greater love has no one than this: to lay down one's life for one's friends. Brilliant to see one with real power showing meakness and grace to a wayward youth. Protecting a friend and giving a hand to the lost is one fell swoop	0:75	0:228	Greater love has no one than this: to lay down one's life for one's friends
193_(John 15:13)	God honours sacrifice. And our sacrifices touch God's heart and moves his hand. Jesus commanded that we love one another like he has loved us. Greater love has no one than this: to lay down one's life for one's friends.	143:218	0:219	Greater love has no one than this: to lay down one's life for one's friends
194_(John 15:13)	Vinny, the top dog, made me think of a Bible verse: Greater love has no one than this: to lay down one's life for one's friends. Vinny is a very good friend and a very good boy too 🐾 💙. What a great example sweet dog!	52:127	0:217	Greater love has no one than this: to lay down one's life for one's friends
195_(John 15:13)	This little 6 year old hero rescued his younger sister from a brutal dog attack thinking: "If someone has to die, let it be me". Jesus said: Greater love has no one than this: to lay down one's life for one's friends. Let's follow his example!	141:216	0:243	Greater love has no one than this: to lay down one's life for one's friends
101_(John 17:21)	Pray unceasingly so that what seems impossible by the standards of human logic will be made possible by God, who offers his powerful assistance. Bing to fulfilment the commandment of his Son: that all may be one	192:211	0:211	that all may be one
102_(John 17:21)	In this way, she gave the institute a clear orientation towards prayer and reparation with an ecumenical emphasis, in union with Jesus' prayer at the Last Supper: that all may be one; even as you, Father, are in me, and I in you	163:182	0:228	that all may be one
103_(John 17:21)	Jesus himself, at the hour of his Passion, prayed that all may be one. This unity, which the Lord has bestowed on his Church and in which he wishes to embrace all people, is not something added on, but stands at the very heart of Christ's mission	50:69	0:246	that all may be one
104_(John 17:21)	that all may be one so that the world may believe that you have sent me. The communion of all particular Churches with the Church of Rome: a necessary condition for unity	0:19	0:170	that all may be one
105_(John 17:21)	Mistrust and hostility arose between Christians, in contradiction with the fervent desire of our Lord Jesus Christ who prayed that all may be one.	126:145	0:146	that all may be one
106_(John 17:21)	He had become so identified with our Saviour that no longer did he live, but Christ lived in him (Cf. Gal. 2: 20), and so his desire was the same as Christ's: that all may be one	159:178	0:178	that all may be one
107_(John 17:21)	This spirit of communion between the bishop and all his priests must be fostered, so that they may be for the faithful examples of the unity desired by Christ: that all may be one	160:179	0:179	that all may be one
108_(John 17:21)	With trust in God, with charity, with constancy we can help to hasten the fulfilment of the divine Master's ardent desire that all may be one 	122:141	0:142	that all may be one
109_(John 17:21)	With hope and confidence let us continue to work together to realize the Lord's desire: that all may be one.	88:107	0:108	that all may be one
110_(John 17:21)	At the same time the Jubilee challenges us to acknowledge, in a spirit of sorrow and repentance, the divisions which have arisen between us during this millennium, in open contradiction to the will of the Lord who prayed that all may be one	221:240	0:240	that all may be one
111_(John 17:21)	Since the lack of unity among Christians continues to hinder the growth of God's Kingdom, we must work all the harder to bring about the realization of the Lord's prayer that all may be one	170:189	0:189	that all may be one
112_(John 17:21)	Paul's words to the community of Corinth, by one Spirit we were all baptized into one body, seem to form a counterpoint to Christ's prayer: As you, Father, are in me, and I in you, I pray that all may be one	188:207	0:207	that all may be one
113_(John 17:21)	By constantly meditating on God's word, Sr Elisabeth was confirmed in her resolve to work and pray that all may be one	99:118	0:118	that all may be one
114_(John 17:21)	On this day we especially recall the words of Jesus' priestly prayer: that all may be one, even as you, Father, are in me and I in you, that they also may be one in us, so that the world may believe that you have sent me	70:89	0:220	that all may be one
115_(John 17:21)	In the face of so much suffering, where the authentic development of our peoples is assessed, we experience the priestly prayer of Jesus: that all may be one. How many people every day are exercising patience and offering hope, taking care to sow not panic but a shared responsibility	138:157	0:284	that all may be one
116_(John 17:21)	In these days, let us pray together so that Jesus' desire may be accomplished that all may be one: unity, which is always superior to conflict.	78:97	0:143	that all may be one
117_(John 17:21)	Friendship is the surest way to achieve unity between Christians, for therein we see the face of Christ himself, who calls us no longer servants but friends and who prays that that all may be one.	176:195	0:196	that all may be one
118_(John 17:21)	In the Gospel we have just heard, Jesus prays to the Father that all may be one	60:79	0:79	that all may be one
119_(John 17:21)	The priestly prayer of Jesus at the Last Supper that all may be one judges every one of our divisions around the Bread broken, around the sacrament of mercy, the sign of unity, the bond of charity.	48:67	0:197	that all may be one
120_(John 17:21)	Contrary to the growing consumerist individualism that tends to isolate us in a quest for well-being apart from others, our path to holiness can only make us identify all the more with Jesus' prayer that all may be one	199:218	0:218	that all may be one
121_(John 17:21)	We find it expressed in the prayer raised to the Father before the Passion: that all may be one. That is what Jesus wanted: the unity of all! The devil - we know - is the father of division, the one who always divides, always makes war, does so much evil.	76:95	0:255	that all may be one
122_(John 17:21)	The ultimate aim of your charism coincides with the intention that Jesus presented to the Father in his final great prayer: that that all may be one	129:148	0:148	that all may be one
123_(John 17:21)	The quest for union with God and for unity within the fraternal community concerns religious life and thus, in an exemplary way, achieves the prayer of the Lord that all may be one	161:180	0:180	that all may be one
124_(John 17:21)	Whenever I read "that all may be one", I think of St. John Paul II's beautiful encyclical on ecumenical relations, "Ut unum sint" (Latin for that all may be one.) Always worth rereading.	17:36	0:186	that all may be one
125_(John 17:21)	Stephen Tomkins interviewed scores of people for his book That All May Be One: The story of the United Reformed Church. These are some of the memories they shared of the founding of the URC in 1972	58:77	0:197	that all may be one
126_(John 17:21)	One Big Church is a social network of churches collaborating together in community to answer Jesus' prayer 2,000 years ago, that all may be one	124:143	0:143	that all may be one
127_(John 17:21)	Welcome to The Ultimate All Christians Internet! http://christernet.net Jesus Last Wish - that all may be One just as You Father are in Me and I in You	90:109	0:151	that all may be one
128_(John 17:21)	Lifting up his eyes to heaven, Jesus prayed, saying: "Holy Father, keep them in your name that you have given me, so that all may be one just as we are."	117:136	0:153	that all may be one
129_(John 17:21)	He asks him that all may be one, so that the world may believe. This is what comforts us and inspires us to be one with Jesus, and thus to pray: Grant us the gift of unity.	12:31	0:172	that all may be one
130_(John 17:21)	It is a time dedicated to prayer for the unity of all the baptized, according to the will of Christ: that all may be one	101:120	0:120	that all may be one
131_(John 17:21)	Jesus asks the Father to preserve the unity of his disciples, so that all may be one	65:84	0:84	that all may be one
132_(John 17:21)	This year too we are called to pray, that all Christians may return to being one family, consistent with the divine will that that all may be one	126:145	0:145	that all may be one
133_(John 17:21)	What is more, we realized that, because we belong to him, we can no longer think that each can go his own way, for that would betray his will that all may be one	142:161	0:161	that all may be one
693_(John 8:32)	Ever since #Jesus said "the truth will set you free", each and everyone misuses that word to manipulate never to come freedoms of their own.	24:51	0:140	the truth will set you free
694_(John 8:32)	The world can twist & shout lies but we Believers in Christ know the real truth that sets us free! "And you will know the truth, and the truth will set you free."	133:160	0:162	the truth will set you free
695_(John 8:32)	It's illogical to attempt to reconcile the truth with every man and his dog's beliefs. Seek the truth. "Then you will know the truth, and the truth will set you free."	138:165	0:167	the truth will set you free
696_(John 8:32)	just found out the CIA's unofficial motto is: "Then you will know the truth, and the truth will set you free." Ironically enough, the CIA have, in recent years, revealed the truth. (In their declassified & leaked documents that show the truth of their imperialism)	81:108	0:264	the truth will set you free
697_(John 8:32)	The true patriots aren't politicians or their loyalists, but "We The People" who defend the ideals espoused in Declaration of Independence and #Constitution by seeking, spreading, and defending TRUTH."... and you will know the truth, and the truth will set you free."	238:265	0:267	the truth will set you free
698_(John 8:32)	Whether I'm told I'm beautiful or I'm told I'm hideous, I can take it to the feet of Jesus and rest in what He's already said about me. His Word is freeing. "You will know the truth and it will set you free."	158:206	0:208	the truth will set you free
699_(John 8:32)	A testimony a day to keep the pride at bay 🙏 Don't count out God's salvation ✝ and love 🙌 💗 She is detransitioning back to her God given gender. Praise Jesus 🙌 Jesus said: "Then you will know the truth, and the truth will set you free."	207:234	0:236	the truth will set you free
700_(John 8:32)	you will know the truth, and the truth will set you free. This is a wonderful promise that can be taken seriously.	29:56	0:114	the truth will set you free
701_(John 8:32)	"Ye will know the truth, and the truth will set you free." Thank God Nigeria isn't in the wrong hands of bigot.	29:56	0:111	the truth will set you free
702_(John 8:32)	This is one of the reasons why the So-called Black community is the way it is. We Hate The #TRUTH. Don't you know that the #Truth will set you free. The Bible is so-called Black, Hispanic, and Native American History book	123:147	0:221	the truth will set you free
703_(John 8:32)	A lie can never be the truth, no matter how many times it's repeated. Only the truth will dispel the darkness around it. Become an explosion of truth, wherever you are. Expose the darkness with the light of God's truth." And ye you will know the truth, and the truth will set you free."	257:284	0:286	the truth will set you free
704_(John 8:32)	Don't feel sad. Subject every claim to facts and figures. The Bible says"And you will know the truth, and the truth will set you free." Stick to the truth.	106:133	0:155	the truth will set you free
705_(John 8:32)	"And you shall know the truth, and the truth shall make you free." Looks like more members of Congress are seeing J6 for what it was. A peaceful and patriotic election justice rally, to give McCarthy and Pence the courage needed to exercise their 12th Amendment duties and remedy the constitutional violations by the states!	1:64	0:324	the truth will set you free
706_(John 8:32)	If you are a #True follower of #Christ, know that some that you once called #Brother/#Sister will betray you in these last days. #Truth will set you free. The Bible is so-called Black, Hispanic, and Native American History book	129:153	0:227	the truth will set you free
707_(John 8:32)	"The truth will set you free"If it's forced on you it's not the truth. But most don't want freedom, as Arendt said: "One pays for liberation [...] This humanity ... has never yet survived the hour of liberation, of freedom, by so much as a minute"	1:28	0:247	the truth will set you free
708_(John 8:32)	If you knew the meaning of love u would not cover it with lies you would speak the truth. God hates the deeds not the person. John 8:32 says "And you will know the truth, and the truth will set you free."#Speaktruthnotlies . Love speaks truth	175:202	0:242	the truth will set you free
709_(John 8:32)	Lord. I am so blessed. You made me free from sin, fear and death. Now I'm in your presence with a heart full of joy. Thank you so much Lord. The truth will set you free.	141:168	0:169	the truth will set you free
710_(John 8:32)	Jesus is the reason we have freedom. Unfortunately, Christians do not understand how to walk in it... It takes making a decision to walk and live the word of God. And ye will know the truth, and the truth will set you free.	195:222	0:223	the truth will set you free
711_(John 8:32)	"And you will know the truth, and the truth will set you free." Praise the lord. We will all be free from centuries of unjust cruel brutal subjugation	34:61	0:150	the truth will set you free
712_(John 8:32)	In the midst of all deceptions and fake news, it is critical to know the TRUTH that will set us all to godly FREEDOM. Our Father promised thru His Son, "and you will know the truth, and the truth will set you free."	186:213	0:215	the truth will set you free
713_(John 8:32)	From the Holy Bible:"The truth will set you free." But I think this is so funny:	21:48	0:80	the truth will set you free
714_(John 8:32)	Telling and knowing the truth itself is a virtue that we need to have as humans. Jesus says "And you will know the truth, and the truth will set you free"	126:153	0:154	the truth will set you free
715_(John 8:32)	Only you and your Creator know if you are; "And you will know the truth, and the truth will set you free."	77:104	0:106	the truth will set you free
716_(John 8:32)	Free will is unforced choice. We must distinguish free will and Christian freedom. You will know the truth and the truth will set you free.	111:138	0:139	the truth will set you free
717_(John 8:32)	you will know the truth, and the truth will set you free. There is a significant difference between truth and facts - I am talking about the truth as revealed in the person of Jesus Christ and written in the scriptures. Facts are information presented as reality, but they may not be from scripture: biblical truth is eternal, but facts are temporal; biblical truth is absolute, but facts are changing; biblical truth is always true, but facts may not be true. As a believer in Jesus, biblical truth will change your life and set you free.	29:56	0:539	the truth will set you free
718_(John 8:32)	Ignorance isn't bliss, it's bondage. ⛓ "And you will know the truth and the truth will set you free." ☀ 	72:99	0:104	the truth will set you free
719_(John 8:32)	It says in John 8:32, "The truth will set you free." Tell the truth brother and be freed from the shackles of that football franchise.	23:50	0:134	the truth will set you free
720_(John 8:32)	There is no darkness in Christ Jesus! The true winner of the presidential elections is our president. Only the truth will set you free. No shaking.	107:134	0:147	the truth will set you free
721_(John 8:32)	👉 Brother Jamal, may God bless you 🙏 Those who stand for the truth have their value from the Creator.... "The truth will set you free."  As an Amhara, my admiration for you is unparalleled. Thank you, brother 🙏	106:133	0:210	the truth will set you free
1021_(Leviticus 18:22)	Well, among other reasons homosexuality is an abomination before God: "You shall not lie with a male as with a woman; it is an abomination.." Also, because people are tired of being forced to comply with the Gay Agenda at the cost of losing jobs, etc.	71:138	0:251	You shall not lie with a male as with a woman; it is an abomination
1022_(Leviticus 18:22)	KILL PRIDE MONTH 🌈"You shall NOT lie with a male as with a woman. It is an abomination.	19:86	0:87	You shall not lie with a male as with a woman; it is an abomination
1023_(Leviticus 18:22)	The Church and The Pope's job is to save souls, calling sinners to conversion and penance! It is written: "You shall not lie with a male as with a woman; it is an abomination"	107:174	0:175	You shall not lie with a male as with a woman; it is an abomination
1024_(Leviticus 18:22)	Not surprising because most Estonians today are Atheists. The specter of Communism has not truly left. Also, the Bible condemns Homosexuality. "You shall not lie with a male as with a woman; it is an abomination" 	144:211	0:213	You shall not lie with a male as with a woman; it is an abomination
1025_(Leviticus 18:22)	You shall not lie with a male as with a woman; it is an abomination. What's your enlightened interpretation of this verse?	0:67	0:122	You shall not lie with a male as with a woman; it is an abomination
1026_(Leviticus 18:22)	my position regarding homosexuality is based on the Torah's teachings. According to the Torah, homosexual behavior is considered a sin. It states, "You shall not lie with a male as with a woman; it is an abomination.." 	148:215	0:219	You shall not lie with a male as with a woman; it is an abomination
1027_(Leviticus 18:22)	sodomy, "pride" 🏳 ‍🌈 is a sin. You shall not lie with a male as with a woman; it is an abomination	31:98	0:98	You shall not lie with a male as with a woman; it is an abomination
1028_(Leviticus 18:22)	Below are some verses of what the Bible says about homosexuality, I post this out of love and duty. It's never too late for transformation. ( The thief on the cross next to Jesus ).You shall not lie with a male as with a woman; it is an abomination.	181:248	0:249	You shall not lie with a male as with a woman; it is an abomination
1029_(Leviticus 18:22)	You shall not lie with a male as with a woman; it is an abomination. So that ain't gay men, is it? Gay men don't have sex with women!	0:67	0:133	You shall not lie with a male as with a woman; it is an abomination
1030_(Leviticus 18:22)	SHAME ON YOU! Promoting sin-God is looking down & H'e NOT Happy! Thou shalt not lie with mankind, as with womankind: it is abomination.	65:134	0:135	You shall not lie with a male as with a woman; it is an abomination
1031_(Leviticus 18:22)	Christians do get their homophobic views from the bible: You shall not lie with a male as with a woman; it is an abomination.	57:124	0:125	You shall not lie with a male as with a woman; it is an abomination
1032_(Leviticus 18:22)	The next US ambassadors should be Yankee fans. Not LGBTQI+ agitators. We'll listen to baseball stories, and watch the World Series. Anyway, Ambassador Pressman, we guess you know the Torah: "You shall not lie with a male as with a woman; it is an abomination."	191:258	0:260	You shall not lie with a male as with a woman; it is an abomination
1033_(Leviticus 18:22)	I zeroed in on the language required to answer the question. The entire Bible is very clear about man and woman being two halves of the whole as God intended. "Do not lie with a man as one lies with a woman; that is detestable"	160:226	0:227	You shall not lie with a male as with a woman; it is an abomination
1034_(Leviticus 18:22)	You do understand that this is a sin, right? It is confirmed by the holy bible:"You shall not lie with a male as with a woman; it is an abomination.." not tryna hate or anything (even tho I don't like/support LGBT) just letting people know. Take care!	80:147	0:251	You shall not lie with a male as with a woman; it is an abomination
1035_(Leviticus 18:22)	For those who are still confused about whether or not the Bible states that HOMOSEXUALITY IS A DETESTABLE SIN!! IT DOES!!!!!! 💁 ✝ "You shall not lie with a male as with a woman; it is an abomination.." 	131:198	0:202	You shall not lie with a male as with a woman; it is an abomination
1036_(Leviticus 18:22)	Toleration of priests is wrong!! You priests rape our kids!! Leviticus 18 22 ORIGINALLY said You shall not lie with a male as with a woman; it is an abomination. It was originally about pedophila NOT homosexuality. The church changed it.	93:160	0:237	You shall not lie with a male as with a woman; it is an abomination
1037_(Leviticus 18:22)	LGBT and PRIDE parade celebrations! DO NOT BECOME AN ACCOMPLICE IN PROMOTING SIN!"You shall not lie with a male as with a woman; it is an abomination."	82:149	0:151	You shall not lie with a male as with a woman; it is an abomination
1038_(Leviticus 18:22)	Everything lgbtq is wrong."You shall not lie with a male as with a woman; it is an abomination."	27:94	0:96	You shall not lie with a male as with a woman; it is an abomination
1039_(Leviticus 18:22)	the Bible contains several passages that refer to homosexuality as a sin. For example, in Leviticus 18:22, it says "You shall not lie with a male as with a woman; it is an abomination."	116:183	0:185	You shall not lie with a male as with a woman; it is an abomination
1040_(Leviticus 18:22)	That's disgusting how are you in love with a male? Find God and stop trying to love a male even though the Bible said. "You shall not lie with a male as with a woman; it is an abomination."	120:187	0:189	You shall not lie with a male as with a woman; it is an abomination
1041_(Leviticus 18:22)	You shall not lie with a male as with a woman. It is an abomination. I truly hope y'all find Jesus before it's too late. We all sin and the punishment for sin is Hell thats why we all need a savior.	0:67	0:198	You shall not lie with a male as with a woman; it is an abomination
1042_(Leviticus 18:22)	News flash: most Muslim sects and schools of thought do not approve of homosexuality. Same stuff as in the Old Testament."You shall not lie with a male as with a woman; it is an abomination.." 	122:189	0:193	You shall not lie with a male as with a woman; it is an abomination
1043_(Leviticus 18:22)	I hope you don't mind me elaborating some as to what I mean by 'dynamism' re: the topic of homosexuality. Famously, Leviticus 18:22 states "You shall not lie with a male as with a woman; it is an abomination."	140:207	0:209	You shall not lie with a male as with a woman; it is an abomination
1044_(Leviticus 18:22)	LGBTQ enrich our church? The Church and The Pope's job is to save soulscalling sinners to conversion and penance! It is written: You shall not lie with a male as with a woman; it is an abomination.	129:196	0:197	You shall not lie with a male as with a woman; it is an abomination
1045_(Leviticus 18:22)	"You shall not lie with a male as with a woman; it is an abomination." Homosexuality is wrong and the pride flag isn't a symbol of gay pride, it's a symbol of gods promise.	1:68	0:172	You shall not lie with a male as with a woman; it is an abomination
1046_(Leviticus 18:22)	For Christians in general (let alone priests, men of the cloth!), "leaving the natural use of the woman" has never been OK for God's people in the eyes of God."You shall not lie with a male as with a woman; it is an abomination."	160:227	0:229	You shall not lie with a male as with a woman; it is an abomination
1047_(Leviticus 18:22)	"You shall not lie with a male as with a woman; it is an abomination." The New Testament agrees, listing "homosexual offenders" among a list of people who "will not inherit the kingdom of God" unless they are cleansed through Christ 	1:68	0:233	You shall not lie with a male as with a woman; it is an abomination
1048_(Leviticus 18:22)	"You shall not lie with a male as with a woman; it is an abomination." find GOD. Blessings	1:68	0:90	You shall not lie with a male as with a woman; it is an abomination
1049_(Leviticus 18:22)	When your religion is easy to distort, you will make sin something lawful and from the Prophet to God like Jesus , praise be to God for Islam "You shall not lie with a male as with a woman; it is an abomination."	143:210	0:212	You shall not lie with a male as with a woman; it is an abomination
1050_(Leviticus 18:22)	Disgusting... "You shall not lie with a male as with a woman; it is an abomination."	15:82	0:84	You shall not lie with a male as with a woman; it is an abomination
295_(Leviticus 20:13)	For Gays - If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. Bible is clearly against them.	11:52	0:189	If a man lies with a male as with a woman
296_(Leviticus 20:13)	You believe all of it?! Wow. Ok, if a man lies with a male as with a woman, both of them shall be put to death for their abominable deed; they have forfeited their lives. You are obliged to kill homosexuals.	33:74	0:207	If a man lies with a male as with a woman
297_(Leviticus 20:13)	You Godless fools! You do not celebrate that which God has deemed an abomination! You shall not lie with a male as with a woman; it is an abomination. If a man lies with a male as with a woman, both of them have committed an abomination	151:192	0:236	If a man lies with a male as with a woman
298_(Leviticus 20:13)	The rainbow is a sign from our Creator that he would never again flood the earth. The deviant pride movement stole it. If a man lies with a male as one lies with a woman, the two of them have done an abhorrent thing; they shall be put to death	119:215	0:243	If a man lies with a male as with a woman
299_(Leviticus 20:13)	Well we are showing compassion. By the gods law their supposed to be put to death for committing this abomination. If a man lies with a male as with a woman, both of them have committed an abomination; they shall be put to death; their blood is upon them.	115:156	0:255	If a man lies with a male as with a woman
300_(Leviticus 20:13)	Random question- were Christofascist trying to be equatable in their bigotry by going after lesbians since their biblical justification only specifies "If a man lies with a male as with a woman". There's literally no mention of women lying together	152:193	0:248	If a man lies with a male as with a woman
301_(Leviticus 20:13)	The bible is pretty clear on this point... "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death"	44:85	0:165	If a man lies with a male as with a woman
302_(Leviticus 20:13)	If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. You need Jesus. Pray for discernment.	0:41	0:185	If a man lies with a male as with a woman
303_(Leviticus 20:13)	This is how God's people celebrated Gay Pride. If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them	47:88	0:193	If a man lies with a male as with a woman
304_(Leviticus 20:13)	Since this pride month shit has begun, If a man lies with a male as one lies with a woman, the two of them have done an abhorrent thing; they shall be put to death-and they retain the bloodguilt.	39:135	0:195	If a man lies with a male as with a woman
305_(Leviticus 20:13)	If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. Do not be fooled by the trojan horse that is gay pride.	0:41	0:203	If a man lies with a male as with a woman
306_(Leviticus 20:13)	When a billion people follow the old book and it says this... If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. You have to question their intelligence	62:103	0:249	If a man lies with a male as with a woman
307_(Leviticus 20:13)	Leviticus 20:13 If a man lies with a male as with a woman, both of them have committed an abomination. I don't know what I want from the Church, but this is why when I was a better Catholic I would tell myself that only the New Testament meant anything	16:57	0:252	If a man lies with a male as with a woman
308_(Leviticus 20:13)	Pope Francis ain't God.. he's a human being who yearns to impress everyone. IMPOSSIBLE! If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. So, says Jehovah God!!	88:129	0:258	If a man lies with a male as with a woman
309_(Leviticus 20:13)	I think pope should negate the whole bible for once. 😅 As Bible Says : If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them.	71:112	0:218	If a man lies with a male as with a woman
310_(Leviticus 20:13)	Pope Francis calls laws criminalizing homosexuality unjust and asserts: Homosexuality is not a crime. The pontiff says God loves all his children just as they are. Is Pope Francis trying to contradict the Holy scriptures?? It comes from Leviticus 20:13: If a man lies with a male as with a woman, both of them have committed an abomination & they shall be put to death, their blood is upon them.	254:295	0:395	If a man lies with a male as with a woman
311_(Leviticus 20:13)	How can a Pope speak beyond a Bible. The Bible clearly says this: If a man lies with a male as with a woman, both of them have committed an abomination. 	66:107	0:153	If a man lies with a male as with a woman
312_(Leviticus 20:13)	LIGHTING, FIRE AND EARTHQUAKE ON THE POPE that spoke beyond a Bible. Long life to: "If a man lies with a male as with a woman, both of them have to die"	84:125	0:152	If a man lies with a male as with a woman
313_(Leviticus 20:13)	In Christianity it has happened with leaders coming forward after years of "If a man lies with a male as with a woman, both of them have committed an abomination". According to Pope Francis & others homosexuality is not a crime but remains a sin. Do you think this kind of acceptance is possible by the Islamic leaders?	76:117	0:319	If a man lies with a male as with a woman
314_(Leviticus 20:13)	Pope Francis (Pope of Vatican City and Head of Catholic Church) made the news for saying homosexuality is not a crime as in "If a man lies with a male as with a woman...", the latest in his history of adopting a softer tone on LGBTQ issues	125:166	0:239	If a man lies with a male as with a woman
315_(Leviticus 20:13)	If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. I don't think there's any mention about lesbians being an abonination	0:41	0:217	If a man lies with a male as with a woman
316_(Leviticus 20:13)	Fact check: the school was taking steps to reduce LGBT+ bullying. The claimant then decided to give a series of anti-LGBT+ assemblies. He read to the school: "if a man lies with a male as with a woman, both of them have committed an abomination; they shall be put to death."	159:200	0:274	If a man lies with a male as with a woman
317_(Leviticus 20:13)	I am Catholic and support LGBT. Many things the bible preaches is deemed prosocial in today's society. (e.g. If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death) So which bits ok.?? Do you support death over love??	109:150	0:283	If a man lies with a male as with a woman
318_(Leviticus 20:13)	Agree we must love each other. However, let's not pretend Bible doesn't condemn Homosexuality. "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them."	96:137	0:244	If a man lies with a male as with a woman
319_(Leviticus 20:13)	We were put on this planet to love one another, just as God loved us first. But we were also put here to procreate. This is the reason why "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death"	140:181	0:261	If a man lies with a male as with a woman
320_(Leviticus 20:13)	Christians gotta be the most hypocritical group of people "god says love one another as I have loved you" and then quote leviticus "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death" like WHAT	132:173	0:263	If a man lies with a male as with a woman
321_(Leviticus 20:13)	God loves homosexuals just hates what they do. Look up abomination. Worst word ever written. "if a man lies with a male as with a woman, both of them have committed an abomination"	94:135	0:180	If a man lies with a male as with a woman
322_(Leviticus 20:13)	Please explain? Old Testament: "You shall not lie with a male as with a woman; it is an abomination" (Lev. 18:22). "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death"	116:157	0:237	If a man lies with a male as with a woman
323_(Leviticus 20:13)	Provide source please. Also, what is your view of God here? Is he evil, in your opinion? If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them. 	89:130	0:237	If a man lies with a male as with a woman
324_(Leviticus 20:13)	I apologize if I sound overly religious, but may I please have your comment on this: If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them	85:126	0:231	If a man lies with a male as with a woman
325_(Leviticus 20:13)	Please can you comment and contextualize "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them."	42:83	0:190	If a man lies with a male as with a woman
326_(Leviticus 20:13)	Can you explain this one for me? "If a man lies with a male as with a woman, both of them have committed an abomination; they shall surely be put to death; their blood is upon them"	34:75	0:181	If a man lies with a male as with a woman
327_(Leviticus 20:13)	If a man lies with a male as with a woman...; they shall surely be put to death. WHAT THE FUCK BIBLE THIS IS WRONG.	0:41	0:115	If a man lies with a male as with a woman
782_(Luke 17:3)	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. There is no forgiveness without repentance. I will not forgive corporate sin until I see corporate repentance Mr. White man.	0:101	0:227	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
783_(Luke 17:3)	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. I never said I'm not a sinner, but I have been washed. There's a difference. I am clean in the eyes of the father. We're to hold people accountable.	0:101	0:251	Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him
